jobID,endTime,exeTime
4969889774,2100300000000,5018000000
6378114630,2100300000000,5018000000
6388672237,2100300000000,4896000000
6419322512,2100298000000,4419000000
6440287958,2100300000000,5018000000
6440288532,2100300000000,5018000000
6440689686,2100300000000,5018000000
6443039785,2100300000000,4671000000
6447638170,2100300000000,5001000000
6447767792,2100298000000,3851000000
6448488792,2095683000000,216000000
6448489866,2095514000000,93000000
6448648400,2095346000000,57000000
6448651709,2095293000000,10000000
4665712499,2100300000000,5017000000
5850685169,2100300000000,5017000000
6383350765,2100300000000,4813000000
6398477545,2100300000000,5017000000
6444612893,2100300000000,5017000000
6445619382,2100300000000,5016000000
6448648459,2095338000000,44000000
6448651784,2095293000000,10000000
6448664418,2095781000000,491000000
6448664500,2095780000000,497000000
6428585054,2100300000000,5016000000
6448548244,2097501000000,1405000000
6114773114,2100300000000,4595000000
6446743369,2100300000000,4414000000
6446743402,2100300000000,4042000000
6448646278,2095286000000,1000000
6448663006,2095306000000,21000000
6448663368,2095343000000,58000000
2509801537,2100300000000,5014000000
6444520919,2100300000000,5014000000
6444518426,2100300000000,5012000000
6444610017,2100300000000,5012000000
6445859391,2100300000000,4874000000
6437459555,2100300000000,4971000000
6444523250,2100300000000,5011000000
6446121352,2100300000000,5009000000
6448665292,2095290000000,1000000
6333596156,2100300000000,5002000000
6444610691,2100300000000,5010000000
6445801042,2100300000000,4522000000
6447437225,2100300000000,3564000000
6448188462,2100300000000,4856000000
6448664073,2096612000000,1090000000
6371483842,2100300000000,4985000000
6399239264,2100300000000,5009000000
6448665376,2095431000000,137000000
4665897969,2100300000000,5008000000
6435045175,2100279000000,3059000000
6444869691,2100163000000,4531000000
6448083141,2098556000000,2581000000
5390374977,2100300000000,3770000000
6448663573,2095315000000,19000000
6448663625,2095323000000,20000000
6448665447,2095456000000,160000000
6376970051,2100300000000,5003000000
6433737471,2100300000000,5003000000
6448657713,2098543000000,3221000000
6448665294,2095427000000,130000000
6448648376,2095316000000,17000000
6428210205,2100300000000,5000000000
6448657368,2095319000000,19000000
6448657516,2095327000000,24000000
6448666083,2100300000000,5000000000
6448666216,2100300000000,4992000000
4665896876,2100300000000,4998000000
5960925264,2100300000000,4998000000
5252051817,2100300000000,4997000000
6295210420,2100300000000,4997000000
6377856525,2100300000000,4972000000
6448664032,2096590000000,1286000000
5844213834,2100300000000,4995000000
6440285339,2100300000000,4994000000
6369934113,2100300000000,4993000000
4976640104,2100300000000,4991000000
6162909072,2100300000000,4990000000
6446122316,2100300000000,4987000000
6448648356,2095338000000,24000000
2699599003,2100300000000,4984000000
6448646296,2095786000000,470000000
6448668246,2100300000000,4977000000
6448640309,2095390000000,68000000
6448680923,2095417000000,100000000
6448649049,2095852000000,529000000
6448663317,2095347000000,23000000
6448647823,2095336000000,10000000
6448647892,2095347000000,17000000
6448648811,2095343000000,15000000
6448650198,2095340000000,12000000
6448650245,2095358000000,29000000
6448662994,2095340000000,12000000
6448663064,2095348000000,16000000
6448645549,2095339000000,10000000
6448658040,2095345000000,16000000
6448663693,2095346000000,16000000
6436868410,2100300000000,4966000000
6448686569,2096563000000,1150000000
6448686373,2095379000000,43000000
6448686403,2096561000000,1215000000
6448686469,2096589000000,1248000000
6448686399,2095397000000,58000000
6448640043,2098285000000,2912000000
6410009964,2100300000000,4957000000
6448648002,2095358000000,15000000
6448650306,2095359000000,15000000
6448686926,2096582000000,1238000000
6444032325,2100300000000,4758000000
6448686472,2095597000000,248000000
4665903885,2100300000000,4954000000
2219020916,2100300000000,4952000000
6444519092,2100300000000,4952000000
6448663206,2095363000000,15000000
6448686614,2095591000000,243000000
6402495747,2100300000000,4951000000
6448648813,2095363000000,14000000
4121195473,2100300000000,4753000000
6448664356,2095755000000,403000000
5284041344,2100300000000,4947000000
6440285378,2100300000000,4947000000
6448640248,2095365000000,12000000
6448686401,2095576000000,223000000
6448686371,2095368000000,14000000
6448663505,2095370000000,15000000
6448687463,2096179000000,533000000
6448687357,2096174000000,817000000
6448687420,2096191000000,834000000
6440286108,2100300000000,4941000000
5633011441,2100300000000,4930000000
6448687296,2095996000000,631000000
6448687765,2096199000000,829000000
6448687387,2096018000000,648000000
6444610955,2100300000000,4933000000
6444517997,2100300000000,4932000000
6448687461,2096020000000,651000000
6448595058,2095379000000,9000000
6448640388,2095388000000,18000000
6448390004,2098849000000,1450000000
6440689548,2100300000000,4923000000
6448521219,2096206000000,498000000
6448595032,2095393000000,10000000
6448688163,2095515000000,129000000
6448688232,2095515000000,131000000
5402488769,2100300000000,4674000000
6448687858,2095746000000,351000000
6443219658,2100300000000,4551000000
6448688092,2095500000000,111000000
6448687763,2095721000000,330000000
5008466431,2100300000000,4905000000
6448688018,2095742000000,347000000
6448688656,2095408000000,13000000
6444649627,2100300000000,4901000000
6448634834,2098064000000,2652000000
6448688690,2095442000000,43000000
6448649119,2095410000000,9000000
6448649168,2095433000000,28000000
6427289472,2100300000000,4898000000
6444609840,2100300000000,4898000000
6448688248,2095457000000,46000000
6448688412,2095597000000,192000000
6448688228,2095451000000,42000000
6448649224,2095426000000,15000000
6448688688,2095599000000,188000000
6448688234,2095445000000,33000000
6398477512,2100300000000,4881000000
6448688329,2095583000000,163000000
6448688944,2095562000000,140000000
6448688824,2095800000000,274000000
6448688973,2095800000000,379000000
6448689024,2095575000000,151000000
6447486797,2099103000000,2343000000
6448688761,2095773000000,346000000
5511846858,2100300000000,4869000000
6448688793,2095547000000,116000000
3536441868,2100300000000,4692000000
6445185523,2100300000000,4867000000
6369036366,2100300000000,4860000000
6448691111,2095917000000,472000000
6448690068,2095892000000,446000000
6439977487,2097637000000,2164000000
6444518264,2100300000000,4851000000
6448691405,2095462000000,13000000
6448691167,2095917000000,465000000
6369299176,2100300000000,4805000000
516580766,2100300000000,4844000000
6448600245,2095501000000,38000000
6448648340,2095535000000,69000000
6448691825,2095707000000,248000000
6448691682,2096024000000,557000000
6448691762,2096022000000,560000000
6448489812,2095488000000,16000000
6448692322,2095486000000,13000000
6444521002,2100300000000,4826000000
6448691929,2095843000000,369000000
6397399151,2100300000000,4411000000
6444520982,2100300000000,4823000000
6448600129,2095500000000,23000000
6448691524,2095999000000,522000000
4898741419,2100300000000,4822000000
6369298772,2100300000000,4726000000
6444517863,2100300000000,4817000000
6448692005,2096683000000,1200000000
6448490914,2095507000000,14000000
6448573604,2095515000000,22000000
6433957120,2100300000000,4592000000
6448648250,2095515000000,18000000
6444648256,2100300000000,4802000000
6448479294,2095510000000,12000000
3418309,2100300000000,4800000000
3418314,2100300000000,4800000000
3418319,2100300000000,4800000000
3418324,2100300000000,4800000000
3418329,2100300000000,4800000000
3418334,2100300000000,4800000000
3418339,2100300000000,4800000000
3418356,2100300000000,4800000000
3418363,2100300000000,4800000000
3418368,2100300000000,4800000000
3418375,2100300000000,4800000000
3418380,2100300000000,4800000000
3418385,2100300000000,4800000000
3418390,2100300000000,4800000000
3418395,2100300000000,4800000000
3418400,2100300000000,4800000000
3418405,2100300000000,4800000000
3418412,2100300000000,4800000000
3418417,2100300000000,4800000000
3418422,2100300000000,4800000000
3418427,2100300000000,4800000000
3418432,2100300000000,4800000000
3418437,2100300000000,4800000000
3418442,2100300000000,4800000000
6590371,2100300000000,4800000000
6590376,2100300000000,4800000000
6590381,2100300000000,4800000000
6590386,2100300000000,4800000000
6590391,2100300000000,4800000000
6724944,2100300000000,4800000000
6724949,2100300000000,4800000000
6933047,2100300000000,4800000000
6933059,2100300000000,4800000000
7053513,2100300000000,4800000000
15705910,2100300000000,4800000000
17109330,2100300000000,4800000000
28185708,2100300000000,4782000000
35229152,2100300000000,4800000000
39308684,2100300000000,4800000000
39308688,2100300000000,4800000000
39308692,2100300000000,4800000000
46542951,2100300000000,4800000000
86753913,2100300000000,4800000000
98680993,2100300000000,4800000000
105360316,2100300000000,4800000000
106664144,2100300000000,4800000000
109341524,2100300000000,4800000000
109344935,2100300000000,4800000000
124371644,2100300000000,4800000000
154376113,2100300000000,4800000000
155171765,2100300000000,4800000000
182939990,2100300000000,4800000000
192299653,2100300000000,4800000000
194963094,2100300000000,4774000000
209193844,2100300000000,4800000000
212499161,2100300000000,4800000000
215723520,2100300000000,4800000000
232736649,2100300000000,4800000000
246757899,2100300000000,4800000000
259235987,2100300000000,4800000000
260194510,2100300000000,4800000000
261357632,2100300000000,4800000000
261595273,2100300000000,4800000000
287653404,2100300000000,4800000000
292046988,2100300000000,4800000000
296756903,2100300000000,4800000000
307306810,2100300000000,4800000000
315551614,2100300000000,4800000000
318504156,2100300000000,4800000000
331416465,2100300000000,4800000000
341499666,2100300000000,4800000000
350775748,2100300000000,4800000000
358933853,2100300000000,4800000000
358933855,2100300000000,4784000000
370237482,2100300000000,4800000000
384861629,2100300000000,4800000000
411248937,2100300000000,4800000000
430861762,2100300000000,4800000000
437863928,2100300000000,4800000000
437863935,2100300000000,4800000000
437863939,2100300000000,4800000000
447689838,2100300000000,4800000000
447971550,2100300000000,4800000000
494787089,2100300000000,4800000000
494787097,2100300000000,4800000000
498778363,2100300000000,4798000000
501114088,2100300000000,4748000000
515042954,2100300000000,4800000000
516580966,2100300000000,4800000000
519524647,2100300000000,4800000000
519524649,2100300000000,4800000000
532613684,2100300000000,4800000000
595842024,2100300000000,4800000000
609252512,2100300000000,4800000000
609252514,2100300000000,4800000000
609252516,2100300000000,4800000000
609260421,2100300000000,4800000000
611190167,2100300000000,4800000000
612573927,2100300000000,4800000000
616437105,2100300000000,4800000000
616437107,2100300000000,4800000000
616564438,2100300000000,4800000000
620363598,2100300000000,4800000000
643855116,2100300000000,4800000000
643856032,2100300000000,4800000000
683388149,2100300000000,4800000000
685455037,2100300000000,4800000000
685461029,2100300000000,4800000000
685758680,2100300000000,4800000000
685758751,2100300000000,4800000000
686717012,2100300000000,4800000000
686717176,2100300000000,4800000000
693486635,2100300000000,4800000000
693486637,2100300000000,4800000000
696492866,2100300000000,4800000000
698645235,2100300000000,4800000000
699707924,2100300000000,4800000000
699708719,2100300000000,4800000000
700769429,2100300000000,4800000000
700769431,2100300000000,4800000000
718753271,2100300000000,4800000000
740213574,2100300000000,4800000000
752502434,2100300000000,4800000000
752760242,2100300000000,4800000000
766199538,2100300000000,4800000000
771022573,2100300000000,4800000000
771338739,2100300000000,4800000000
778322517,2100300000000,4800000000
793288022,2100300000000,4800000000
793288025,2100300000000,4800000000
793504208,2100300000000,4800000000
837840133,2100300000000,4800000000
840454103,2100300000000,4800000000
871805047,2100300000000,4800000000
873477572,2100300000000,4800000000
925718046,2100300000000,4800000000
955071036,2100300000000,4800000000
969673897,2100300000000,4800000000
969674408,2100300000000,4800000000
971358055,2100300000000,4800000000
986962601,2100300000000,4800000000
1005190908,2100300000000,4800000000
1005246041,2100300000000,4800000000
1005831088,2100300000000,4800000000
1005831090,2100300000000,4800000000
1015033007,2100300000000,4800000000
1097525707,2100300000000,4800000000
1106173310,2100300000000,4800000000
1128637731,2100300000000,4800000000
1161381522,2100300000000,4800000000
1170482497,2100300000000,4739000000
1184713860,2100300000000,4800000000
1218322450,2100300000000,4800000000
1218322587,2100300000000,4800000000
1223177256,2100300000000,4800000000
1223480094,2100300000000,4800000000
1224526820,2100300000000,4800000000
1229709861,2100300000000,4800000000
1279055723,2100300000000,4800000000
1287399870,2100300000000,4800000000
1297383150,2100300000000,4800000000
1297383672,2100300000000,4800000000
1303031391,2100300000000,4795000000
1317485965,2100300000000,4800000000
1328506354,2100300000000,4800000000
1329653148,2100300000000,4800000000
1332939103,2100300000000,4800000000
1335742303,2100300000000,4800000000
1342043214,2100300000000,4800000000
1343463626,2100300000000,4800000000
1343463628,2100300000000,4800000000
1343463734,2100300000000,4800000000
1343463736,2100300000000,4800000000
1348146260,2100300000000,4800000000
1352452146,2100300000000,4800000000
1358321947,2100300000000,4800000000
1359172745,2100300000000,4800000000
1369509944,2100300000000,4800000000
1369509996,2100300000000,4800000000
1388540198,2100300000000,4800000000
1388566558,2100300000000,4800000000
1389045295,2100300000000,4800000000
1389045297,2100300000000,4800000000
1393056113,2100300000000,4800000000
1405507228,2100300000000,4800000000
1409698667,2100300000000,4800000000
1435139915,2100300000000,4800000000
1444478784,2100300000000,4800000000
1465315935,2100300000000,4800000000
1488088415,2100300000000,4800000000
1488089419,2100300000000,4800000000
1510326178,2100300000000,4800000000
1519424054,2100300000000,4800000000
1596061083,2100300000000,4800000000
1623460225,2100300000000,4800000000
1639398186,2100300000000,4800000000
1650628364,2100300000000,4800000000
1694710801,2100300000000,4800000000
1699314250,2100300000000,4800000000
1702125294,2100300000000,4800000000
1743085591,2100300000000,4800000000
1749222566,2100300000000,4800000000
1750995765,2100300000000,4800000000
1759618836,2100300000000,4800000000
1776505648,2100300000000,4800000000
1814199765,2100300000000,4800000000
1814199769,2100300000000,4800000000
1814199904,2100300000000,4800000000
1814199906,2100300000000,4800000000
1814200178,2100300000000,4800000000
1836173247,2100300000000,4800000000
1843579567,2100300000000,4800000000
1862501286,2100300000000,4773000000
1863690462,2100300000000,4741000000
1877300849,2100300000000,4800000000
1883650996,2100300000000,4800000000
1930851759,2100300000000,4800000000
1930851770,2100300000000,4800000000
1968086762,2100300000000,4200000000
1968678699,2100300000000,4800000000
1971328329,2100300000000,4800000000
1983213445,2100300000000,4800000000
1985957305,2100300000000,4800000000
1992404130,2100300000000,4800000000
2020809245,2100300000000,4800000000
2024770216,2100300000000,4800000000
2025898332,2100300000000,4800000000
2035323974,2100300000000,4800000000
2035852486,2100300000000,4800000000
2052283888,2100300000000,4800000000
2111561443,2100300000000,4800000000
2120383885,2100300000000,4800000000
2151136976,2100300000000,4800000000
2151505431,2100300000000,4800000000
2153691877,2100300000000,4800000000
2153691881,2100300000000,4800000000
2189835419,2100300000000,4800000000
2221332292,2100300000000,4800000000
2221332388,2100300000000,4800000000
2225573296,2100300000000,4800000000
2226478153,2100300000000,4800000000
2239205555,2100300000000,4800000000
2274376703,2100300000000,4800000000
2274376709,2100300000000,4800000000
2274380521,2100300000000,4800000000
2278253484,2100300000000,4800000000
2298780147,2100300000000,4800000000
2299256394,2100300000000,4800000000
2307126404,2100300000000,4800000000
2307478927,2100300000000,4800000000
2355555091,2100300000000,4500000000
2386085568,2100300000000,4800000000
2419542725,2100300000000,4800000000
2429933372,2100300000000,4800000000
2436304495,2100300000000,4800000000
2436304513,2100300000000,4800000000
2437926070,2100300000000,4800000000
2439759656,2100300000000,4800000000
2440955189,2100300000000,4500000000
2481689374,2100300000000,4800000000
2493669643,2100300000000,4800000000
2503185264,2100300000000,4800000000
2503185266,2100300000000,4800000000
2509801301,2100300000000,4800000000
2509801309,2100300000000,4800000000
2509801316,2100300000000,4800000000
2548202279,2100300000000,4800000000
2602370909,2100300000000,4800000000
2624991179,2100300000000,4800000000
2629682284,2100300000000,4800000000
2629682302,2100300000000,4800000000
2651959895,2100300000000,4800000000
2653899069,2100300000000,4800000000
2715734498,2100300000000,4800000000
2721624458,2100300000000,4800000000
2721624573,2100300000000,4800000000
2721800183,2100300000000,4800000000
2721800640,2100300000000,4800000000
2756110603,2100300000000,4800000000
2759389886,2100300000000,4800000000
2780813677,2100300000000,4800000000
2780813754,2100300000000,4800000000
2780813826,2100300000000,4800000000
2780813989,2100300000000,4800000000
2780814282,2100300000000,4800000000
2780814322,2100300000000,4800000000
2781977153,2100300000000,4800000000
2800424218,2100300000000,4800000000
2847314160,2100300000000,4800000000
2858956832,2100300000000,4800000000
2859662171,2100300000000,4800000000
2861472341,2100300000000,4500000000
2861472345,2100000000000,3448000000
2876140257,2100300000000,4800000000
2876140269,2100300000000,4800000000
2876140274,2100300000000,4800000000
2887897936,2100300000000,4800000000
2902878525,2100300000000,4800000000
2902878580,2100300000000,4800000000
2916101303,2100300000000,4800000000
2916101306,2100300000000,4749000000
2916102641,2100300000000,4800000000
2916102644,2100300000000,4800000000
2920095928,2100300000000,4800000000
2920181565,2100300000000,4800000000
2927166315,2100300000000,4800000000
2939436917,2100300000000,4800000000
2939504293,2100300000000,4800000000
2939507935,2100300000000,4800000000
2943344645,2100300000000,4800000000
2943345853,2100300000000,4778000000
2943347846,2100300000000,4800000000
2947667961,2100300000000,4800000000
2981740299,2100300000000,4800000000
3007227894,2100300000000,4800000000
3009262516,2100300000000,4800000000
3009262519,2100300000000,4800000000
3009262522,2100300000000,4800000000
3062872954,2100300000000,4800000000
3066179158,2100300000000,4800000000
3086091356,2100300000000,4766000000
3086091420,2100300000000,4800000000
3086091435,2100300000000,4800000000
3086091451,2100300000000,4800000000
3121668061,2100300000000,4800000000
3137534811,2100300000000,4800000000
3137730237,2100300000000,4800000000
3156704984,2100300000000,4800000000
3176007645,2100300000000,4800000000
