0.0,4249
1.0,593
2.0,737
3.0,823
4.0,814
5.0,971
6.0,1205
7.0,694
8.0,729
9.0,569
10.0,664
11.0,603
12.0,765
13.0,600
14.0,750
15.0,763
16.0,809
17.0,876
18.0,949
19.0,833
20.0,1038
21.0,1124
22.0,1292
23.0,757
24.0,838
25.0,800
26.0,791
27.0,932
28.0,1064
29.0,913
30.0,1236
31.0,958
32.0,900
33.0,1169
34.0,1008
35.0,771
36.0,999
37.0,902
38.0,912
39.0,853
40.0,900
41.0,928
42.0,1006
43.0,1221
44.0,965
45.0,1217
46.0,1224
47.0,1039
48.0,887
49.0,798
50.0,1139
51.0,732
52.0,755
53.0,874
54.0,1094
55.0,721
56.0,839
57.0,1095
58.0,887
59.0,798
60.0,854
61.0,678
62.0,968
63.0,843
64.0,941
65.0,997
66.0,968
67.0,904
68.0,862
69.0,1293
70.0,1053
71.0,1150
72.0,1115
73.0,921
74.0,1165
75.0,812
76.0,820
77.0,1057
78.0,1182
79.0,832
80.0,826
81.0,1037
82.0,637
83.0,663
84.0,766
85.0,717
86.0,1150
87.0,846
88.0,763
89.0,1025
90.0,940
91.0,1033
92.0,985
93.0,1271
94.0,1003
95.0,987
96.0,822
97.0,782
98.0,1109
99.0,787
100.0,1024
101.0,1019
102.0,1087
103.0,769
104.0,732
105.0,625
106.0,740
107.0,664
108.0,690
109.0,700
110.0,1006
111.0,809
112.0,1258
113.0,1299
114.0,1216
115.0,1078
116.0,1057
117.0,910
118.0,1518
119.0,1153
120.0,776
121.0,904
122.0,1040
123.0,903
124.0,1260
125.0,922
126.0,1338
127.0,1294
128.0,1359
129.0,1649
130.0,1280
131.0,550
132.0,726
133.0,550
134.0,686
135.0,718
136.0,645
137.0,587
138.0,727
139.0,563
140.0,628
141.0,868
142.0,862
143.0,629
144.0,665
145.0,614
146.0,811
147.0,700
148.0,764
149.0,1029
150.0,1133
151.0,740
152.0,642
153.0,1069
154.0,765
155.0,596
156.0,726
157.0,701
158.0,883
159.0,743
160.0,796
161.0,449
162.0,666
163.0,591
164.0,587
165.0,736
166.0,923
167.0,608
168.0,637
169.0,710
170.0,951
171.0,767
172.0,1002
173.0,1039
174.0,946
175.0,884
176.0,788
177.0,678
178.0,902
179.0,682
180.0,789
181.0,811
182.0,814
183.0,866
184.0,1119
185.0,888
186.0,1020
187.0,1146
188.0,1252
189.0,1072
190.0,1152
191.0,1205
192.0,890
193.0,868
194.0,1106
195.0,877
196.0,803
197.0,1006
198.0,1031
199.0,613
200.0,842
201.0,1003
202.0,706
203.0,733
204.0,788
205.0,642
206.0,868
207.0,746
208.0,1100
209.0,971
210.0,823
211.0,1100
212.0,1049
213.0,1228
214.0,1194
215.0,1797
216.0,1145
217.0,673
218.0,1050
219.0,1077
220.0,919
221.0,1281
222.0,1585
223.0,855
224.0,803
225.0,1102
226.0,911
227.0,658
228.0,800
229.0,913
230.0,818
231.0,820
232.0,884
233.0,1176
234.0,1005
235.0,1127
236.0,1026
237.0,1112
238.0,1229
239.0,1660
240.0,1006
241.0,1090
242.0,1229
243.0,1205
244.0,1130
245.0,1013
246.0,1060
247.0,871
248.0,1011
249.0,1067
250.0,1005
251.0,875
252.0,822
253.0,882
254.0,1148
255.0,959
256.0,1232
